day,usage
2021-12-15,66800.0
2021-12-16,64880.0
2021-12-17,63136.0
2021-12-18,55952.0
2021-12-19,42544.0
2021-12-20,59280.0
2021-12-21,50016.0
2021-12-22,50640.0
2021-12-23,54960.0
2021-12-24,40864.0
2021-12-25,6288.0
2021-12-26,23920.0
2021-12-27,35552.0
2021-12-28,36752.0
2021-12-29,43424.0
2021-12-30,29328.0
2021-12-31,44304.0
2022-01-01,27056.0
2022-01-02,15136.0
2022-01-03,15200.0
2022-01-04,21344.0
2022-01-05,19488.0
2022-01-06,18400.0
2022-01-07,17984.0
2022-01-08,15024.0
2022-01-09,14496.0
2022-01-10,20416.0
2022-01-11,22912.0
2022-01-12,21888.0
2022-01-13,24912.0
2022-01-14,25600.0
2022-01-15,16336.0
2022-01-16,18080.0
2022-01-17,24000.0
2022-01-18,23200.0
2022-01-19,24432.0
2022-01-20,24816.0
2022-01-21,22560.0
2022-01-22,20704.0
2022-01-23,18272.0
2022-01-24,26272.0
2022-01-25,23984.0
2022-01-26,25184.0
2022-01-27,27968.0
2022-01-28,25600.0
2022-01-29,20896.0
2022-01-30,18064.0
2022-01-31,22816.0
2022-02-01,22800.0
2022-02-02,27744.0
2022-02-03,26192.0
2022-02-04,26432.0
2022-02-05,18112.0
2022-02-06,13664.0
2022-02-07,25264.0
2022-02-08,23184.0
2022-02-09,27088.0
2022-02-10,25808.0
2022-02-11,25968.0
2022-02-12,20672.0
2022-02-13,17472.0
2022-02-14,26640.0
2022-02-15,27328.0
2022-02-16,24576.0
2022-02-17,25360.0
2022-02-18,21824.0
2022-02-19,17408.0
2022-02-20,12848.0
2022-02-21,23552.0
2022-02-22,27168.0
2022-02-23,24608.0
2022-02-24,26320.0
2022-02-25,27552.0
2022-02-26,18528.0
2022-02-27,16352.0
2022-02-28,23984.0
2022-03-01,27744.0
2022-03-02,22528.0
2022-03-03,26464.0
2022-03-04,29232.0
2022-03-05,22144.0
2022-03-06,20704.0
2022-03-07,23792.0
2022-03-08,26480.0
2022-03-09,21904.0
2022-03-10,28528.0
2022-03-11,24896.0
2022-03-12,18784.0
2022-03-13,16704.0
2022-03-14,25328.0
2022-03-15,28976.0
2022-03-16,28496.0
2022-03-17,16384.0
2022-03-18,19920.0
2022-03-19,17312.0
2022-03-20,18752.0
2022-03-21,25440.0
2022-03-22,27792.0
2022-03-23,27408.0
2022-03-24,30624.0
2022-03-25,28688.0
2022-03-26,24880.0
2022-03-27,23584.0
2022-03-28,27872.0
2022-03-29,31056.0
2022-03-30,28704.0
2022-03-31,29552.0
2022-04-01,26208.0
2022-04-02,22016.0
2022-04-03,20144.0
2022-04-04,27344.0
2022-04-05,26272.0
2022-04-06,25280.0
2022-04-07,29904.0
2022-04-08,28576.0
2022-04-09,22736.0
2022-04-10,21472.0
2022-04-11,27712.0
2022-04-12,26032.0
2022-04-13,28944.0
2022-04-14,31008.0
2022-04-15,28368.0
2022-04-16,23312.0
2022-04-17,17312.0
2022-04-18,14656.0
2022-04-19,24864.0
2022-04-20,28896.0
2022-04-21,29456.0
2022-04-22,29136.0
2022-04-23,23984.0
2022-04-24,20768.0
2022-04-25,26448.0
2022-04-26,29264.0
2022-04-27,26048.0
2022-04-28,28608.0
2022-04-29,29664.0
2022-04-30,19984.0
2022-05-01,16256.0
2022-05-02,17664.0
2022-05-03,31984.0
2022-05-04,32400.0
2022-05-05,29936.0
2022-05-06,27120.0
2022-05-07,23584.0
2022-05-08,23728.0
2022-05-09,29040.0
2022-05-10,32928.0
2022-05-11,33056.0
2022-05-12,32736.0
2022-05-13,29360.0
2022-05-14,26768.0
2022-05-15,22704.0
2022-05-16,30528.0
2022-05-17,26800.0
2022-05-18,28992.0
2022-05-19,31264.0
2022-05-20,30608.0
2022-05-21,23456.0
2022-05-22,19408.0
2022-05-23,31136.0
2022-05-24,31296.0
2022-05-25,33408.0
2022-05-26,33504.0
2022-05-27,30720.0
2022-05-28,27056.0
2022-05-29,24480.0
2022-05-30,28336.0
2022-05-31,30416.0
2022-06-01,30576.0
2022-06-02,30304.0
2022-06-03,28256.0
2022-06-04,22512.0
2022-06-05,13808.0
2022-06-06,18208.0
2022-06-07,25200.0
2022-06-08,31120.0
2022-06-09,29072.0
2022-06-10,27200.0
2022-06-11,21488.0
2022-06-12,20416.0
2022-06-13,26960.0
2022-06-14,32240.0
2022-06-15,32240.0
2022-06-16,33616.0
2022-06-17,31728.0
2022-06-18,23712.0
2022-06-19,19120.0
2022-06-20,32304.0
2022-06-21,32368.0
2022-06-22,32080.0
2022-06-23,32272.0
2022-06-24,29072.0
2022-06-25,25584.0
2022-06-26,18624.0
2022-06-27,30448.0
2022-06-28,27840.0
2022-06-29,32240.0
2022-06-30,30384.0
2022-07-01,30608.0
2022-07-02,24368.0
2022-07-03,20672.0
2022-07-04,31632.0
2022-07-05,31680.0
2022-07-06,32032.0
2022-07-07,32080.0
2022-07-08,30096.0
2022-07-09,25424.0
2022-07-10,22848.0
2022-07-11,29520.0
2022-07-12,28976.0
2022-07-13,34160.0
2022-07-14,33056.0
2022-07-15,31376.0
2022-07-16,26032.0
2022-07-17,24768.0
2022-07-18,31456.0
2022-07-19,32000.0
2022-07-20,30736.0
2022-07-21,34368.0
2022-07-22,31360.0
2022-07-23,24464.0
2022-07-24,23440.0
2022-07-25,30864.0
2022-07-26,32608.0
2022-07-27,30752.0
2022-07-28,33184.0
2022-07-29,29232.0
2022-07-30,19536.0
2022-07-31,22368.0
2022-08-01,16960.0
2022-08-02,29856.0
2022-08-03,31856.0
2022-08-04,30224.0
2022-08-05,29456.0
2022-08-06,23952.0
2022-08-07,21712.0
2022-08-08,30528.0
2022-08-09,31312.0
2022-08-10,32096.0
2022-08-11,32784.0
2022-08-12,33152.0
2022-08-13,27328.0
2022-08-14,26336.0
2022-08-15,28480.0
2022-08-16,31328.0
2022-08-17,32352.0
2022-08-18,31264.0
2022-08-19,30160.0
2022-08-20,21968.0
2022-08-21,18848.0
2022-08-22,27712.0
2022-08-23,31712.0
2022-08-24,30608.0
2022-08-25,31232.0
2022-08-26,30544.0
2022-08-27,24912.0
2022-08-28,20480.0
2022-08-29,28688.0
2022-08-30,32928.0
2022-08-31,29552.0
2022-09-01,9728.0
2022-09-02,6608.0
2022-09-03,16464.0
2022-09-04,19456.0
2022-09-05,26720.0
2022-09-06,26976.0
2022-09-07,28992.0
2022-09-08,29920.0
2022-09-09,28816.0
2022-09-10,23984.0
2022-09-11,17584.0
2022-09-12,27088.0
2022-09-13,31344.0
2022-09-14,31200.0
2022-09-15,31024.0
2022-09-16,29024.0
2022-09-17,21936.0
2022-09-18,20448.0
2022-09-19,28544.0
2022-09-20,32400.0
2022-09-21,31472.0
2022-09-22,26176.0
2022-09-23,28800.0
2022-09-24,24624.0
2022-09-25,18464.0
2022-09-26,28976.0
2022-09-27,30080.0
2022-09-28,27600.0
2022-09-29,32720.0
2022-09-30,26368.0
2022-10-01,22768.0
2022-10-02,22752.0
2022-10-03,28256.0
2022-10-04,27744.0
2022-10-05,30304.0
2022-10-06,31504.0
2022-10-07,30192.0
2022-10-08,25168.0
2022-10-09,14336.0
2022-10-10,28288.0
2022-10-11,29936.0
2022-10-12,32112.0
2022-10-13,30416.0
2022-10-14,30608.0
2022-10-15,20224.0
2022-10-16,17264.0
2022-10-17,27968.0
2022-10-18,29824.0
2022-10-19,24560.0
2022-10-20,32016.0
2022-10-21,24416.0
2022-10-22,23568.0
2022-10-23,18000.0
2022-10-24,29504.0
2022-10-25,28592.0
2022-10-26,28848.0
2022-10-27,31488.0
2022-10-28,29472.0
2022-10-29,20768.0
2022-10-30,21600.0
2022-10-31,15200.0
2022-11-01,26464.0
2022-11-02,24880.0
2022-11-03,27360.0
2022-11-04,25936.0
2022-11-05,20336.0
2022-11-06,18208.0
2022-11-07,25248.0
2022-11-08,29088.0
2022-11-09,29008.0
2022-11-10,29088.0
2022-11-11,30336.0
2022-11-12,22432.0
2022-11-13,18960.0
2022-11-14,27024.0
2022-11-15,28704.0
2022-11-16,28176.0
2022-11-17,29456.0
2022-11-18,28048.0
2022-11-19,19136.0
2022-11-20,15968.0
2022-11-21,23040.0
2022-11-22,26528.0
2022-11-23,14560.0
2022-11-24,28848.0
2022-11-25,29888.0
2022-11-26,21040.0
2022-11-27,16640.0
2022-11-28,26672.0
2022-11-29,29424.0
2022-11-30,28336.0
2022-12-01,31040.0
2022-12-02,28560.0
2022-12-03,20384.0
2022-12-04,13936.0
2022-12-05,24576.0
2022-12-06,27440.0
2022-12-07,27616.0
2022-12-08,26832.0
2022-12-09,21312.0
2022-12-10,16048.0
2022-12-11,14976.0
2022-12-12,20592.0
2022-12-13,27872.0
2022-12-14,26528.0
2022-12-15,26464.0
2022-12-16,23488.0
2022-12-17,14736.0
2022-12-18,14832.0
2022-12-19,23376.0
2022-12-20,26352.0
2022-12-21,22000.0
2022-12-22,22256.0
2022-12-23,17920.0
2022-12-24,12032.0
2022-12-25,8608.0
2022-12-26,8128.0
2022-12-27,14912.0
2022-12-28,16320.0
2022-12-29,14928.0
2022-12-30,16736.0
2022-12-31,16032.0
2023-01-01,10608.0
2023-01-02,14096.0
2023-01-03,21360.0
2023-01-04,23344.0
2023-01-05,22496.0
2023-01-06,23824.0
2023-01-07,17424.0
2023-01-08,16240.0
2023-01-09,22224.0
2023-01-10,23232.0
2023-01-11,22624.0
2023-01-12,23856.0
2023-01-13,24208.0
2023-01-14,17072.0
2023-01-15,15936.0
2023-01-16,25456.0
2023-01-17,24592.0
2023-01-18,25536.0
2023-01-19,23632.0
2023-01-20,25840.0
2023-01-21,18048.0
2023-01-22,15088.0
2023-01-23,26096.0
2023-01-24,27472.0
2023-01-25,26224.0
2023-01-26,28176.0
2023-01-27,27264.0
2023-01-28,20080.0
2023-01-29,15728.0
2023-01-30,27728.0
2023-01-31,27584.0
2023-02-01,26608.0
2023-02-02,26528.0
2023-02-03,27728.0
2023-02-04,18640.0
2023-02-05,17504.0
2023-02-06,15728.0
2023-02-07,25504.0
2023-02-08,26032.0
2023-02-09,29344.0
2023-02-10,26832.0
2023-02-11,20976.0
2023-02-12,15120.0
2023-02-13,26336.0
2023-02-14,29216.0
2023-02-15,26912.0
2023-02-16,28016.0
2023-02-17,28656.0
2023-02-18,20128.0
2023-02-19,13136.0
2023-02-20,26880.0
2023-02-21,30848.0
2023-02-22,27904.0
2023-02-23,30240.0
2023-02-24,27984.0
2023-02-25,22160.0
2023-02-26,14240.0
2023-02-27,26528.0
2023-02-28,28800.0
2023-03-01,29824.0
2023-03-02,29168.0
2023-03-03,27936.0
2023-03-04,17792.0
2023-03-05,12320.0
2023-03-06,23088.0
2023-03-07,29776.0
2023-03-08,27232.0
2023-03-09,19776.0
2023-03-10,23376.0
2023-03-11,15296.0
2023-03-12,17904.0
2023-03-13,24512.0
2023-03-14,26976.0
2023-03-15,25424.0
2023-03-16,26880.0
2023-03-17,16304.0
2023-03-18,16752.0
2023-03-19,14304.0
2023-03-20,27536.0
2023-03-21,28752.0
2023-03-22,28096.0
2023-03-23,30112.0
2023-03-24,26992.0
2023-03-25,20704.0
2023-03-26,15200.0
2023-03-27,28736.0
2023-03-28,28640.0
2023-03-29,28976.0
2023-03-30,29600.0
2023-03-31,24896.0
2023-04-01,15888.0
2023-04-02,18352.0
2023-04-03,27744.0
2023-04-04,29232.0
2023-04-05,30160.0
2023-04-06,28368.0
2023-04-07,26144.0
2023-04-08,22496.0
2023-04-09,15872.0
2023-04-10,15248.0
2023-04-11,26096.0
2023-04-12,22560.0
2023-04-13,29568.0
2023-04-14,27376.0
2023-04-15,22896.0
2023-04-16,15856.0
2023-04-17,29488.0
2023-04-18,31536.0
2023-04-19,29904.0
2023-04-20,29216.0
2023-04-21,26352.0
2023-04-22,14736.0
2023-04-23,16976.0
2023-04-24,23520.0
2023-04-25,26176.0
2023-04-26,29344.0
2023-04-27,29264.0
2023-04-28,28336.0
2023-04-29,20672.0
2023-04-30,17216.0
2023-05-01,14112.0
2023-05-02,28480.0
2023-05-03,31520.0
2023-05-04,29296.0
2023-05-05,30320.0
2023-05-06,24672.0
2023-05-07,21584.0
2023-05-08,27984.0
2023-05-09,31152.0
2023-05-10,31552.0
2023-05-11,29072.0
2023-05-12,27904.0
2023-05-13,23760.0
2023-05-14,18192.0
2023-05-15,27344.0
2023-05-16,30672.0
2023-05-17,30976.0
2023-05-18,31520.0
2023-05-19,29808.0
2023-05-20,22144.0
2023-05-21,19936.0
2023-05-22,28064.0
2023-05-23,30752.0
2023-05-24,32384.0
2023-05-25,31280.0
2023-05-26,29456.0
2023-05-27,24160.0
2023-05-28,18400.0
2023-05-29,29200.0
2023-05-30,31392.0
2023-05-31,32832.0
2023-06-01,29632.0
2023-06-02,24560.0
2023-06-03,21920.0
2023-06-04,20992.0
2023-06-05,17616.0
2023-06-06,26528.0
2023-06-07,28992.0
2023-06-08,29296.0
2023-06-09,27584.0
2023-06-10,21376.0
2023-06-11,19568.0
2023-06-12,27264.0
2023-06-13,29024.0
2023-06-14,31776.0
2023-06-15,31952.0
2023-06-16,25088.0
2023-06-17,21552.0
2023-06-18,22192.0
2023-06-19,28880.0
2023-06-20,28240.0
2023-06-21,33792.0
2023-06-22,32432.0
2023-06-23,29024.0
2023-06-24,20512.0
2023-06-25,18448.0
2023-06-26,29616.0
2023-06-27,32944.0
2023-06-28,32480.0
2023-06-29,31152.0
2023-06-30,29184.0
2023-07-01,21744.0
2023-07-02,20864.0
2023-07-03,23776.0
2023-07-04,30160.0
2023-07-05,30496.0
2023-07-06,29088.0
2023-07-07,28928.0
2023-07-08,21712.0
2023-07-09,19168.0
2023-07-10,24352.0
2023-07-11,29936.0
2023-07-12,30080.0
2023-07-13,30640.0
2023-07-14,22176.0
2023-07-15,17744.0
2023-07-16,18032.0
2023-07-17,25424.0
2023-07-18,23840.0
2023-07-19,28256.0
2023-07-20,29296.0
2023-07-21,25280.0
2023-07-22,16688.0
2023-07-23,13712.0
2023-07-24,26448.0
2023-07-25,30400.0
2023-07-26,25744.0
2023-07-27,31152.0
2023-07-28,27056.0
2023-07-29,22960.0
2023-07-30,15888.0
2023-07-31,25792.0
2023-08-01,26496.0
2023-08-02,24272.0
2023-08-03,28592.0
2023-08-04,24640.0
2023-08-05,16400.0
2023-08-06,17104.0
2023-08-07,17536.0
2023-08-08,27760.0
2023-08-09,30288.0
2023-08-10,28672.0
2023-08-11,26560.0
2023-08-12,19216.0
2023-08-13,18048.0
2023-08-14,28592.0
2023-08-15,30448.0
2023-08-16,30976.0
2023-08-17,28608.0
2023-08-18,20880.0
2023-08-19,20544.0
2023-08-20,16352.0
2023-08-21,27488.0
2023-08-22,29632.0
2023-08-23,28976.0
2023-08-24,29456.0
2023-08-25,24384.0
2023-08-26,18912.0
2023-08-27,17200.0
2023-08-28,28816.0
2023-08-29,29680.0
2023-08-30,31312.0
2023-08-31,28064.0
2023-09-01,27792.0
2023-09-02,19968.0
2023-09-03,21152.0
2023-09-04,31104.0
2023-09-05,31168.0
2023-09-06,31232.0
2023-09-07,30384.0
2023-09-08,31072.0
2023-09-09,22928.0
2023-09-10,17712.0
2023-09-11,24672.0
2023-09-12,27744.0
2023-09-13,28272.0
2023-09-14,28240.0
2023-09-15,17504.0
2023-09-16,19216.0
2023-09-17,14880.0
2023-09-18,27920.0
2023-09-19,29328.0
2023-09-20,30768.0
2023-09-21,34256.0
2023-09-22,29008.0
2023-09-23,17968.0
2023-09-24,17136.0
2023-09-25,27840.0
2023-09-26,26656.0
2023-09-27,26208.0
2023-09-28,29504.0
2023-09-29,30224.0
2023-09-30,18000.0
2023-10-01,22512.0
2023-10-02,28496.0
2023-10-03,30400.0
2023-10-04,31472.0
2023-10-05,29824.0
2023-10-06,29184.0
2023-10-07,20016.0
2023-10-08,18272.0
2023-10-09,28704.0
2023-10-10,29456.0
2023-10-11,26128.0
2023-10-12,30064.0
2023-10-13,27424.0
2023-10-14,20896.0
2023-10-15,18528.0
2023-10-16,27056.0
2023-10-17,30144.0
2023-10-18,24720.0
2023-10-19,25968.0
2023-10-20,19664.0
2023-10-21,20240.0
2023-10-22,17648.0
2023-10-23,25584.0
2023-10-24,27616.0
2023-10-25,30480.0
2023-10-26,28592.0
2023-10-27,26752.0
2023-10-28,20512.0
2023-10-29,17520.0
2023-10-30,16736.0
2023-10-31,25728.0
2023-11-01,28000.0
2023-11-02,29536.0
2023-11-03,26416.0
2023-11-04,15856.0
2023-11-05,17360.0
2023-11-06,28832.0
2023-11-07,31504.0
2023-11-08,30096.0
2023-11-09,28656.0
2023-11-10,27968.0
2023-11-11,21200.0
2023-11-12,15712.0
2023-11-13,20832.0
2023-11-14,29888.0
2023-11-15,29536.0
2023-11-16,28352.0
2023-11-17,26016.0
2023-11-18,19472.0
2023-11-19,13712.0
2023-11-20,27376.0
2023-11-21,28160.0
2023-11-22,27600.0
2023-11-23,29296.0
2023-11-24,23728.0
2023-11-25,19920.0
2023-11-26,16656.0
2023-11-27,26320.0
2023-11-28,28544.0
2023-11-29,28672.0
2023-11-30,27712.0
2023-12-01,22704.0
2023-12-02,20160.0
2023-12-03,14192.0
2023-12-04,25536.0
2023-12-05,27360.0
2023-12-06,26144.0
2023-12-07,26096.0
2023-12-08,25792.0
2023-12-09,15232.0
2023-12-10,12544.0
2023-12-11,26048.0
2023-12-12,27488.0
2023-12-13,30144.0
2023-12-14,28704.0
2023-12-15,25424.0
2023-12-16,18448.0
2023-12-17,16656.0
2023-12-18,21616.0
2023-12-19,25024.0
2023-12-20,23728.0
2023-12-21,23008.0
2023-12-22,464.0
